File,Title,Date,Format
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWEwMDM4MzEyZmMzZjljZTc0MDVhOTU5NDU4ODQyODQ2NWFmYjYzMzUyNTc4NmJmMzVhMjVhYjhkNmZiMzA2Y2YmZT0xNzc3Mzg0ODAw/012/735/7592/501281_40768800f5h0jvtf25caq4_F.jpg,Телетріумф,,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPThiOWI1OWE1YTUzYTk1MmZjZmIwZGU3NzRlNDNiYjM4ZjU2NGU2OTQzOWEyMTI5NTM4ZjE2NDczMjA2NmU2OGQmZT0xNzc3Mzg0ODAw/012/735/7592/501291_3114731p2a505vqlf29565_F.jpg,1982-2012 30 років по тому ),,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTg2ZGNmYmM1MmFkYjNkYTA0ZTViOTRjZGYzZTJkMWNiOGRmOTYwZjRjMjgxMDNhOTAyNWZlYWUyMTM3ZTlmOGUmZT0xNzc3Mzg0ODAw/012/735/7592/501786_7688622833g5o3405tp88f_P.pdf,про нар. Сохацький О.,,pdf
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWQ0YzUzMmJiYmMxZmM2NDYyMDRkZGQ5ZjFlNGU0ZjBkMDk0MjVjYTYwOTFjODVhNzY0YzNjN2E0OGE3NjM3YmUmZT0xNzc3Mzg0ODAw/012/735/7592/501790_984373f4a46ae59o9t5a1g_W.jpg,на Балхаші,1984,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTViZmI2NjI2YjM1YWZkZWMwNGE1OWI5ODU2ZTNmNjU3OTA1YTM4NGNjZjZmOTFkMTliNDMyNDRkZGIzMmMxOTMmZT0xNzc3Mzg0ODAw/012/735/7592/501791_08485595o49h4oab6a0u95_W.jpg,мама приїхала...,1984,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTFkY2JkOWNiYTYzNjE4NDU0ZGFlYmZlNDM0Zjg3ODRkMmMwNjk2OThjOWZjYTY2YTVmZTM1MmQ2ZWEyZDFlZWYmZT0xNzc3Mzg0ODAw/012/735/7592/501792_16235359yb46ato1s9845q_W.jpg,Сарышаган,1984,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTM2Nzc4NjliNDI2NmQwZjNjOTVmZDQ5YjE1ZDg4MWQyZjUxNDBlZTVhYjBhNmY4MDM3ZGMzMjRlMGVmOTQ5OGEmZT0xNzc3Mzg0ODAw/012/735/7592/501794_53023105v5re155448bba6_P.jpg,на стрільбищі,2015,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWMxYzQzZjYwMzJkYzQzZWEzYTljMzJiZmNjY2Y2NDZkNTA5Njc5MjFlODhlMzZmNDhjNGQ3ODcwZTU2MDY4ODEmZT0xNzc3Mzg0ODAw/012/735/7592/501795_2472215bbr6r5a7co145b0_P.jpg,"""духи"" після присяги",15 JUL 1984,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTYyYWRiOWNhNmJkZWFhZDJhMmQzNTIzNjM2MWZlMDk1YThkM2MwYzc5OWM0MWI2NjQxOWY0MWE2ODg3NmFmMzkmZT0xNzc3Mzg0ODAw/012/735/7592/501796_0222145569w5494ai6bc5b_P.jpg,"Новий Рік, в/ч 06544 Приозерск-38",JAN 1985,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTJkZDliM2ExYTA3N2EzZWQzMTI2MDZiNDFkOWJiNjYxNWU2NjM0ZDMzZTQzNzI1MWI4ODEwYzdiOGFhOTQ0ODcmZT0xNzc3Mzg0ODAw/012/735/7592/501797_7677905r46bb56u59i6aa6_P.jpg,"&quot;дєдушка&quot; котельня в/ч 06544, Приозерск-38",1986,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPTg4YzFkNzJlMjY1NmU0YzBkOGFiMWM5N2Q0MDExZTIxODBkZjg5Zjg3MGU2Y2FhZGJjNjZhYzlhMGI4Y2Q1MGEmZT0xNzc3Mzg0ODAw/012/735/7592/501851_09456959b8dc59j7fa557c_J.jpg,(4),2013,jpg
https://sites-cf.mhcache.com/e/1/az1zaXRlc192MSZzPWE0YzkwMGY0NGUwMGM5NWE0MDc4YmVkOWZlYjdmMjczNmQzNGY1OGFiNjA3NzY1MmZjNTk4ZDc5Zjg5MWNlNDkmZT0xNzc3Mzg0ODAw/012/735/7592/503287_3232384e6ef5853c80fgbd_Q.jpg,_фото (7),,jpg
